line_no,item_id,description,unit,quantity,is_lump_sum,section_name,b1,b2,b3,b4,b5,b6,b7,winner_unit_price,quantity_effective,risk_basis,market_benchmark_unit_price,deviation_vs_market,market_overpricing_exposure,market_underpricing_exposure,key,historical_benchmark_unit_price,hunit,historical_match_status,historical_match_confidence,deviation_vs_historical,historical_overpricing_exposure,historical_underpricing_exposure,ml_match_score,ml_benchmark_unit_price,ml_match_status,case_id,winning_total_bid,contract_id,district,letting_date,winner,market_risk_flag,historical_risk_flag,market_robust_z,historical_robust_z,evidence_class,combined_risk_flag,risk_confidence,recommended_action,ml_role,bidder_count,bidder_count_confidence,case_role,risk_direction
0245,0695 7132,"TRAFFIC MONITORING SITE CABINET, FURNISH INSTALL, TYPE PEDESTAL MOUNT",EA,3.0,False,Roadway,10842.46,7606.96,8239.0,6440.0,6500.0,9690.0,6960.0,10842.46,3.0,unit_rate,7283.48,48.86372997523162,10676.939999999999,0.0,06957132,9143.08,EA,matched,high,18.586515703679716,5098.139999999998,0.0,0.18945252461741952,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Watch,1.451575436891217,-0.0020020817011490387,market_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0250,0695 7600,"TRAFFIC MONITORING SITE CABINET, REMOVE EXISTING CABINET",EA,3.0,False,Roadway,885.0,1032.84,869.0,445.0,650.0,1020.0,945.0,885.0,3.0,unit_rate,907.0,-2.4255788313120177,0.0,-66.0,06957600,1396.56,EA,matched,high,-36.630005155525005,0.0,-1534.6799999999998,0.4202100872791758,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,High,0.22082182217563118,-1.1278878992699322,historical_only,High,Medium,Review potential unbalanced underpricing,supporting_only,7,high,main_validation,underpricing
0255,0706 1 3,"RAISED PAVEMENT MARKER, TYPE B",EA,4195.0,False,Roadway,5.63,4.66,4.4,4.15,5.0,4.65,5.0,5.63,4195.0,unit_rate,4.655,20.945220193340486,4090.1249999999986,0.0,070613,4.99,EA,matched,high,12.825651302605204,2684.799999999999,0.0,0.23651719841175908,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,Watch,0.78163451487296,-0.11946829335626875,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0260,0710 11101,"PAINTED PAVEMENT MARKINGS, STANDARD, WHITE, SOLID,",GM,8.465,False,Roadway,2312.5,1536.37,1464.0,1515.0,3000.0,1860.0,1701.0,2312.5,8.465,unit_rate,1618.685,42.86287943608547,5873.143975,0.0,071011101,1497.69,GM,matched,high,54.4044495189258,6897.366649999999,0.0,0.2603533069686897,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,High,1.3075772301639736,0.7283391833711561,confirmed_by_both,High,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0265,0710 11102,"PAINTED PAVEMENT MARKINGS, STANDARD, WHITE, SOLID FOR INTERCHANGE AND URBAN ISLAND,",GM,0.04,False,Roadway,2750.0,1536.37,1523.25,5075.0,10000.0,2800.0,2300.0,2750.0,0.04,unit_rate,2550.0,7.8431372549019605,8.0,0.0,071011102,2050.42,GM,matched,high,34.11886345236585,27.983199999999997,0.0,0.18722400649865556,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Moderate,0.4672330087499278,0.3147083841462642,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0270,0710 11123,"PAINTED PAVEMENT MARKINGS, STANDARD, WHITE, SOLID FOR CROSSWALK AND ROUNDABOUT,",LF,585.0,False,Roadway,2.75,0.7,0.7,2.1,3.0,0.9,2.0,2.75,585.0,unit_rate,1.45,89.65517241379311,760.5,0.0,071011123,1.61,LF,matched,high,70.80745341614906,666.9,0.0,0.20717325271280598,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,2.430419106243164,1.0628026585419301,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0275,0710 11124,"PAINTED PAVEMENT MARKINGS, STANDARD, WHITE, SOLID FOR DIAGONAL OR CHEVRON,",LF,411.0,False,Roadway,4.13,1.05,1.04,3.1,4.0,1.3,2.5,4.13,411.0,unit_rate,1.9,117.36842105263159,916.53,0.0,071011124,1.99,LF,matched,high,107.53768844221104,879.5399999999998,0.0,0.2714457952665716,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,3.0954345203992353,1.811746091563707,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0280,0710 11125,"PAINTED PAVEMENT MARKINGS, STANDARD, WHITE, SOLID FOR STOP LINE OR CROSSWALK,",LF,781.0,False,Roadway,5.5,1.45,1.4,4.1,5.0,1.6,3.0,5.5,781.0,unit_rate,2.3,139.13043478260872,2499.2000000000003,0.0,071011125,2.73,LF,matched,high,101.46520146520146,2163.37,0.0,0.2260043850124559,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,3.617642319351722,1.6879257773099436,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0285,0710 11131,"PAINTED PAVEMENT MARKINGS, STANDARD, WHITE, SKIP, OR SKIP, WIDE",GM,6.968,False,Roadway,937.5,384.09,366.0,670.0,1000.0,930.5,450.13,937.5,6.968,unit_rate,560.065,67.39128494014086,2629.9670799999994,0.0,071011131,666.5,GM,matched,high,40.66016504126031,1888.328,0.0,0.12311782693674095,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,High,1.8961681946316857,0.44808800627341056,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0290,0710 11141,"PAINTED PAVEMENT MARKINGS, STANDARD, WHITE, DOTTED GUIDELINE/ DOTTED EXTENSION,",GM,0.792,False,Roadway,2062.5,576.14,5257.0,760.0,2500.0,631.5,787.88,2062.5,0.792,unit_rate,773.94,166.4935266299713,1020.53952,0.0,071011141,832.04,GM,matched,high,147.88471708090958,974.5243200000001,0.0,0.27122179212068354,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,4.274255266271362,2.6344373190893107,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0295,0710 11160,"PAINTED PAVEMENT MARKINGS, STANDARD, WHITE, MESSAGE OR SYMBOL",EA,15.0,False,Roadway,100.0,52.38,50.0,86.0,85.0,147.1,90.0,100.0,15.0,unit_rate,85.5,16.95906432748538,217.5,0.0,071011160,71.89,EA,matched,high,39.10140492418973,421.65,0.0,0.14287882976356728,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,High,0.6859815249052926,0.41630429586404555,historical_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0300,0710 11170,"PAINTED PAVEMENT MARKINGS, STANDARD, WHITE, ARROWS",EA,168.0,False,Roadway,56.25,40.74,38.75,46.0,50.0,41.2,45.0,56.25,168.0,unit_rate,43.1,30.510440835266817,2209.2,0.0,071011170,45.0,EA,matched,high,25.0,1890.0,0.0,0.20116236700977855,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,Moderate,1.0111644140768465,0.1287712973177752,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0305,0710 11180,"PAINTED PAVEMENT MARKINGS, STANDARD, WHITE, YIELD LINE",LF,259.0,False,Roadway,11.25,6.98,6.7,5.1,5.0,4.0,5.5,11.25,259.0,unit_rate,5.3,112.26415094339623,1541.05,0.0,071011180,7.18,LF,matched,high,56.68523676880224,1054.13,0.0,0.14697204178658835,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,High,2.9729509261842817,0.7748453010614653,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0310,0710 11201,"PAINTED PAVEMENT MARKINGS, STANDARD, YELLOW, SOLID,",GM,6.092,False,Roadway,2312.5,1536.37,1465.0,1515.0,3300.0,1860.0,1702.23,2312.5,6.092,unit_rate,1619.3,42.808621009078,4222.9744,0.0,071011201,1502.57,GM,matched,high,53.90297956168432,4934.09356,0.0,0.2513020643598411,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,High,1.3062752286996897,0.7181140206117228,confirmed_by_both,High,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0315,0710 11224,"PAINTED PAVEMENT MARKINGS, STANDARD, YELLOW, SOLID FOR DIAGONAL OR CHEVRON,",LF,398.0,False,Roadway,4.5,1.16,1.1,3.05,5.0,1.3,2.5,4.5,398.0,unit_rate,1.9,136.8421052631579,1034.8,0.0,071011224,2.33,LF,matched,high,93.13304721030042,863.66,0.0,0.26523495758763926,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,3.5627308788730163,1.5180299896106606,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0320,0710 11241,"PAINTED PAVEMENT MARKINGS, STANDARD, YELLOW, DOTTED GUIDELINE/6-10 DOTTED EXTENSION,",GM,1.449,False,Roadway,2062.5,768.18,732.0,755.0,2000.0,629.0,785.54,2062.5,1.449,unit_rate,761.5899999999999,170.8150054491262,1885.0185900000001,0.0,071011241,870.3,GM,matched,high,136.98724577731818,1727.4978,0.0,0.2569863745954624,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,4.377954766252013,2.4122337431095495,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0325,0710 12290,"PAINTED PAVEMENT MARKINGS, DURABLE PAINT, YELLOW, ISLAND NOSE",SF,1070.0,False,Roadway,3.13,4.66,44.25,5.1,5.0,4.65,6.5,3.13,1070.0,unit_rate,5.05,-38.01980198019802,0.0,-2054.4,071012290,5.04,SF,matched,high,-37.8968253968254,0.0,-2043.7,0.18001070474650577,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,High,-0.6333078165902457,-1.1537188448075195,confirmed_by_both,High,High,Review potential unbalanced underpricing,supporting_only,7,high,main_validation,underpricing
0330,0999 25,"INITIAL CONTINGENCY AMOUNT, DO NOT BID Roadway",LS,1.0,True,Roadway,74000.0,74000.0,74000.0,74000.0,74000.0,74000.0,74000.0,74000.0,1.0,lump_sum,74000.0,0.0,0.0,0.0,099925,53574.29,LS,matched,high,38.12595556562672,20425.71,0.0,0.2991927966545034,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,High,0.279026738246444,0.39641451321433735,historical_only,High,Low,Review lump-sum pricing separately,supporting_only,7,high,main_validation,mixed
0335,0700 1111,"SINGLE COLUMN GROUND SIGN ASSEMBLY, F&I GROUND MOUNT, LESS THAN SF",EA,96.0,False,Signing,718.75,541.01,549.0,590.0,600.0,500.0,575.0,718.75,96.0,unit_rate,562.0,27.891459074733092,15048.0,0.0,07001111,527.99,EA,matched,high,36.129472149093736,18312.96,0.0,0.40385531395162483,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,High,0.9483185433943421,0.3557054585924897,historical_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0340,0700 1112,"SINGLE COLUMN GROUND SIGN ASSEMBLY, F&I GROUND MOUNT, SF",EA,15.0,False,Signing,2625.0,1858.02,1884.0,2150.0,1800.0,1710.0,2100.0,2625.0,15.0,unit_rate,1871.01,40.29855532573316,11309.85,0.0,07001112,1902.97,EA,matched,high,37.942269189740244,10830.449999999999,0.0,0.40385531395162483,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,High,1.246042940824598,0.39266907829244996,confirmed_by_both,High,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0345,0700 1113,"SINGLE COLUMN GROUND SIGN ASSEMBLY, F&I GROUND MOUNT, SF",EA,14.0,False,Signing,2875.0,2295.2,2328.0,2350.0,2500.0,2120.0,2300.0,2875.0,14.0,unit_rate,2314.0,24.24373379429559,7854.0,0.0,07001113,2511.23,EA,matched,high,14.485730100389052,5092.78,0.0,0.40385531395162483,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,Watch,0.8607866351106591,-0.08561865659198693,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0350,0700 1114,"SINGLE COLUMN GROUND SIGN ASSEMBLY, F&I GROUND MOUNT, SF SHEETING AREA FOR BACK TO BACK SIGNS",EA,3.0,False,Signing,2625.0,2950.97,2993.0,2145.0,500.0,2590.0,2100.0,2625.0,3.0,unit_rate,2367.5,10.876451953537487,772.5,0.0,07001114,3458.96,EA,matched,high,-24.110137151051184,0.0,-2501.88,0.3269818811038043,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Moderate,0.5400213367033606,-0.8726030387838258,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0355,0700 1500,"SINGLE COLUMN GROUND SIGN ASSEMBLY, RELOCATE",EA,5.0,False,Signing,500.0,245.91,249.0,410.0,250.0,264.7,400.0,500.0,5.0,unit_rate,257.35,94.28793471925391,1213.25,0.0,07001500,307.24,EA,matched,high,62.73922666319489,963.8,0.0,0.40529745668874684,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,2.541588257987251,0.8982884527801626,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0360,0700 1600,"SINGLE COLUMN GROUND SIGN ASSEMBLY, REMOVE",EA,38.0,False,Signing,31.25,54.65,55.0,26.0,100.0,29.4,25.0,31.25,38.0,unit_rate,42.025,-25.639500297441998,0.0,-409.44999999999993,07001600,58.39,EA,matched,high,-46.48056174002398,0.0,-1031.32,0.42505212134858755,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,High,-0.33622638964425755,-1.3287444867743468,historical_only,High,Medium,Review potential unbalanced underpricing,supporting_only,7,high,main_validation,underpricing
0365,0700 3101,"SIGN PANEL, FURNISH INSTALL GROUND MOUNT, UP TO SF",EA,1.0,False,Signing,437.5,229.52,233.0,360.0,250.0,229.4,350.0,437.5,1.0,unit_rate,241.5,81.15942028985508,196.0,0.0,07003101,252.9,EA,matched,high,72.99327797548438,184.6,0.0,0.2300356845208759,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,2.226552493891189,1.1073724509293277,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0370,0700 3501,"SIGN PANEL, RELOCATE, UP TO SF",EA,81.0,False,Signing,125.0,191.27,194.0,103.0,250.0,156.6,100.0,125.0,81.0,unit_rate,173.935,-28.1340730732745,0.0,-3963.735,07003501,162.54,EA,matched,high,-23.095853328411465,0.0,-3040.7399999999993,0.2971461976014225,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,Moderate,-0.39608690507072475,-0.8519214066720999,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0375,0700 13 15,"RETROREFLECTIVE SIGN STRIP- FURNISH AND INSTALL,",EA,107.0,False,Signing,125.0,120.22,122.0,103.0,300.0,35.3,100.0,125.0,107.0,unit_rate,111.61,11.997132873398442,1432.73,0.0,07001315,97.34,EA,matched,high,28.41586192726525,2959.6199999999994,0.0,0.15491668810503012,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Moderate,0.5669135316881697,0.19842201849391755,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0380,0704 1 4,"TUBULAR MARKER, YELLOW POST",EA,62.0,False,Signing,281.25,103.83,105.0,233.0,150.0,111.8,225.0,281.25,62.0,unit_rate,130.9,114.85867074102367,9321.699999999999,0.0,070414,219.28,EA,matched,high,28.260671287851146,3842.14,0.0,0.3402272199404261,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Moderate,3.035209800278793,0.19525762245416517,market_only,Critical,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0385,0705 10 1,"OBJECT MARKER, TYPE",EA,53.0,False,Signing,406.25,289.63,294.0,333.0,150.0,264.7,325.0,406.25,53.0,unit_rate,291.815,39.214913558247524,6065.055,0.0,0705101,264.05,EA,matched,high,53.853436849081604,7536.599999999999,0.0,0.2777973372766914,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,High,1.220039548433013,0.7171038258979792,confirmed_by_both,High,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0390,0705 10 4,"OBJECT MARKER, TYPE",EA,3.0,False,Signing,406.25,289.63,294.0,333.0,150.0,229.4,325.0,406.25,3.0,unit_rate,291.815,39.214913558247524,343.305,0.0,0705104,325.14,EA,matched,high,24.94617703143262,243.33000000000004,0.0,0.2777973372766914,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Moderate,1.220039548433013,0.1276738265603549,market_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0395,0705 11 2,"DELINEATOR, NON-FLEXIBLE",EA,102.0,False,Signing,150.0,139.67,133.0,133.0,100.0,147.1,120.0,150.0,102.0,unit_rate,133.0,12.781954887218044,1734.0,0.0,0705112,101.74,EA,matched,high,47.43463731079222,4922.52,0.0,0.38444729446715903,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,High,0.5857463557774973,0.5862220670779223,historical_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0400,0706 1 3,"RAISED PAVEMENT MARKER, TYPE B",EA,4195.0,False,Signing,5.63,4.66,4.4,4.33,5.0,4.65,5.0,5.63,4195.0,unit_rate,4.655,20.945220193340486,4090.1249999999986,0.0,070613,4.99,EA,matched,high,12.825651302605204,2684.799999999999,0.0,0.23651719841175908,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,Watch,0.78163451487296,-0.11946829335626875,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0405,0710 12290,"PAINTED PAVEMENT MARKINGS, DURABLE PAINT, YELLOW, ISLAND NOSE",SF,1070.0,False,Signing,3.13,3.49,3.3,5.33,5.0,4.65,6.5,3.13,1070.0,unit_rate,4.825,-35.12953367875648,0.0,-1813.6500000000003,071012290,5.04,SF,matched,high,-37.8968253968254,0.0,-2043.7,0.18001070474650577,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,High,-0.56395207282473,-1.1537188448075195,confirmed_by_both,High,High,Review potential unbalanced underpricing,supporting_only,7,high,main_validation,underpricing
0410,0710 90,"PAINTED PAVEMENT MARKINGS, FINAL SURFACE",LS,1.0,True,Signing,85000.0,36735.51,34983.0,90000.0,125000.0,56600.0,66000.0,85000.0,1.0,lump_sum,61300.0,38.66231647634584,23700.0,0.0,071090,42183.36,LS,matched,high,101.50125547135174,42816.64,0.0,0.19087110199699683,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Critical,1.2067792633588457,1.6886609321795276,confirmed_by_both,Critical,Low,Review lump-sum pricing separately,supporting_only,7,high,main_validation,overpricing
0415,0711 11123,"THERMOPLASTIC, STANDARD, WHITE, SOLID, FOR CROSSWALK AND ROUNDABOUT",LF,585.0,False,Signing,5.0,2.33,2.2,4.3,5.0,2.65,4.0,5.0,585.0,unit_rate,3.325,50.375939849624054,979.8749999999999,0.0,071111123,4.12,LF,matched,high,21.35922330097087,514.8,0.0,0.23780946976396206,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Moderate,1.4878628779276546,0.05453447857970259,market_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0420,0711 11124,"THERMOPLASTIC, STANDARD, WHITE, SOLID, FOR DIAGONALS AND CHEVRONS",LF,411.0,False,Signing,7.5,3.49,3.3,5.33,7.0,3.8,6.0,7.5,411.0,unit_rate,4.5649999999999995,64.29353778751371,1206.2850000000003,0.0,071111124,5.99,LF,matched,high,25.20868113522537,620.6099999999999,0.0,0.23047667723950635,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Moderate,1.8218337262154463,0.1330263848692617,market_only,Critical,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0425,0711 11125,"THERMOPLASTIC, STANDARD, WHITE, SOLID, FOR STOP LINE AND CROSSWALK",LF,438.0,False,Signing,10.0,5.82,5.5,7.33,10.0,7.35,10.0,10.0,438.0,unit_rate,7.34,36.23978201634878,1165.0800000000002,0.0,071111125,7.85,LF,matched,high,27.388535031847137,941.7000000000002,0.0,0.25593288617183735,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Moderate,1.1486474009338627,0.17747443317778464,market_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0430,0711 11141,"THERMOPLASTIC, STANDARD, WHITE, DOTTED GUIDELINE/ GAP EXTENSION,",GM,0.792,False,Signing,3125.0,2560.61,3048.0,2520.33,5000.0,2110.0,2727.27,3125.0,0.792,unit_rate,2643.94,18.194815313509384,380.99951999999996,0.0,071111141,2999.45,GM,matched,high,4.185767390688299,99.43560000000015,0.0,0.26073894054012503,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Normal,0.7156349756599917,-0.29563880555988836,low_evidence,Watch,Low,Manual review required,supporting_only,7,high,main_validation,n/a
